bus_10001,bus_10022,bus_10025,bus_10033,bus_10035,bus_10093,bus_10228,bus_10525,bus_10558,bus_10570,bus_10600,bus_10677,bus_10750,bus_11016,bus_13000,bus_13366,bus_13420,bus_13446,bus_13504,bus_20000,bus_20007,bus_20026,bus_20136,bus_21121,bus_21647,bus_23017,bus_23054,bus_23060,bus_23263,bus_23377,bus_25160,bus_25289,bus_25375,bus_25403,bus_25439,bus_25598,bus_25618,bus_25675,bus_25714,bus_25830,bus_26100,bus_26133,bus_28078,bus_28099,bus_28122,bus_28365,bus_28549,bus_28667,bus_30001,bus_30144,bus_30146,bus_30205,bus_30207,bus_30220,bus_30221,bus_30374,bus_40001,bus_40003,bus_40004,bus_40006,bus_40007,bus_40008,bus_40050,bus_40160,bus_40162,bus_40279,bus_40281,bus_40367,bus_40369,bus_40595,bus_40602,bus_40691,bus_40787,bus_40844,bus_40961,bus_40994,bus_50000,bus_50007,bus_50024,bus_50196,bus_50316,bus_53000,bus_53002,bus_53012,bus_60000,bus_60003,bus_60194,bus_60577,bus_70000,bus_70016,bus_70063,bus_70155,bus_74001,bus_74053,bus_74104,bus_74132,bus_74235,bus_77001,bus_77173,bus_80007
0.0,0.0,0.0,26541.362399999998,0.0,299577.3312,134949.22559999998,0.0,0.0,359.1168,0.0,26779.5024,359867.15520000004,609475.3728,13066.4856,45156.804000000004,0.0,117043.8528,654289.2216,0.0,8617.2744,53106.54719999999,174976.93920000002,0.0,0.0,0.0,33745.1856,149640.54,0.0,0.0,0.0,2324.0951999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10332.4032,0.0,0.0,0.0,0.0,55389.936,0.0,0.0,0.0,0.0,0.0,10017.84,0.0,22506.035999999996,0.0,0.0,0.0,0.0,0.0,320.124,0.0,0.0,0.0,0.0,85979.1744,0.0,0.0,0.0,0.0,2453.5392,0.0,6694.1112,4405.7832,0.0,0.0,0.0,1511.3615999999997,10884.720000000001,341.39279999999997,0.0,4099.2,0.0,5370.1704,0.0,7301.6327999999985,9192.6072,6305.6616,24040.1112,138060.72000000003,11625.1968,0.0,27.720000000000002
0.0,0.0,0.0,26541.362399999998,0.0,270600.18720000004,123992.1648,0.0,0.0,416.2032,0.0,22456.005599999993,366303.7896,614542.7064,6483.7248,39636.996,0.0,115035.8664,641782.7808000001,0.0,4428.1776,53288.1216,156872.26799999998,0.0,0.0,0.0,31517.354399999997,149757.03119999997,0.0,0.0,0.0,2166.0744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8672.831999999999,0.0,0.0,0.0,0.0,57258.18,0.0,0.0,0.0,0.0,0.0,10043.6952,0.0,22761.6816,0.0,0.0,0.0,0.0,0.0,281.8872,0.0,0.0,0.0,0.0,86431.1448,0.0,0.0,0.0,0.0,3097.5,0.0,8052.156,4198.8408,0.0,0.0,0.0,1648.8528000000001,10992.172800000002,476.2464,0.0,4282.2192,0.0,5357.688,0.0,8726.676,8842.159199999998,6900.2808,23104.115999999998,123886.34159999999,11039.716799999998,0.0,120.6408
0.0,0.0,0.0,24442.790399999998,0.0,227139.07439999998,122660.16,0.0,0.0,305.4408,0.0,18852.456,359456.3112,600796.0392,6390.6359999999995,36342.23040000001,0.0,119846.7816,603487.9536000001,0.0,4267.116,52989.8712,177737.9352,0.0,0.0,0.0,31656.8112,141579.44640000002,0.0,0.0,0.0,2061.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7609.2408,0.0,0.0,0.0,0.0,59492.58,0.0,0.0,0.0,0.0,0.0,10128.7032,0.0,24030.636000000002,0.0,0.0,0.0,0.0,0.0,254.2176,0.0,0.0,0.0,0.0,86185.1592,0.0,0.0,0.0,0.0,3265.3152,0.0,8256.5448,4086.768,0.0,0.0,0.0,1739.136,11071.8048,482.12639999999993,0.0,4454.2176,0.0,6128.1359999999995,0.0,10055.5896,8293.874399999999,7034.294400000001,22292.9784,115411.22880000001,10754.6712,0.0,218.83679999999998
0.0,0.0,0.0,18256.5936,0.0,187881.87600000002,130902.74400000002,0.0,0.0,298.5696,0.0,20881.845600000004,350819.196,586063.3128,10814.0088,36499.10879999999,0.0,129313.95119999998,597050.0256,0.0,6166.8096000000005,53725.308,170309.9328,0.0,0.0,0.0,32180.467199999996,148515.9648,0.0,0.0,0.0,2042.9640000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4320.5232,0.0,0.0,0.0,0.0,62072.051999999996,0.0,0.0,0.0,0.0,0.0,10134.18,0.0,23827.322399999997,0.0,0.0,0.0,0.0,0.0,239.68560000000002,0.0,0.0,0.0,0.0,85248.6264,0.0,0.0,0.0,0.0,3583.7424,0.0,8828.4672,4030.7568,0.0,0.0,0.0,1772.484,12838.190399999998,477.5904,0.0,4691.9544,0.0,5551.5936,0.0,10932.952800000001,7893.3624,7830.2448,22129.6992,110710.42080000002,10629.124800000001,0.0,320.64480000000003
0.0,0.0,0.0,14660.0664,0.0,194465.94720000002,128929.6008,0.0,0.0,304.36560000000003,0.0,18443.896800000002,341348.112,571905.7008,14063.044799999998,39830.397600000004,0.0,135347.9232,585879.7559999999,0.0,8195.7456,54122.9976,160707.1032,0.0,0.0,0.0,32440.380000000005,152569.0656,0.0,0.0,0.0,2034.2112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2676.156,0.0,0.0,0.0,0.0,64961.7528,0.0,0.0,0.0,0.0,0.0,10130.0808,0.0,23478.1008,0.0,0.0,0.0,0.0,0.0,240.5088,0.0,0.0,0.0,0.0,83671.0728,0.0,0.0,0.0,0.0,3854.6088,0.0,9157.1256,4002.7512,0.0,0.0,0.0,1760.6064000000001,14390.997599999999,454.00320000000005,0.0,5012.2464,0.0,5290.8912,0.0,11680.082400000001,7584.242399999999,7906.785600000001,21401.7216,105033.4824,10595.4408,0.0,424.72079999999994
0.0,0.0,0.0,16526.0088,0.0,222836.1744,126859.89120000001,0.0,0.0,650.0424,0.0,27035.215200000006,334928.04240000003,558467.0952,14298.8328,60963.84000000001,0.0,167826.4392,608459.3592,0.0,9106.5744,66063.9504,291868.6176000001,0.0,0.0,0.0,48068.8488,150142.65839999996,0.0,0.0,0.0,2085.9552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2512.6751999999997,0.0,0.0,0.0,0.0,68113.2312,0.0,0.0,0.0,0.0,0.0,10133.844000000001,0.0,23257.869599999998,0.0,0.0,0.0,0.0,0.0,257.9304,0.0,0.0,0.0,0.0,81541.3032,0.0,0.0,0.0,0.0,5529.921600000001,0.0,11880.691199999997,3988.7232,0.0,0.0,0.0,1649.6424,15272.6952,492.92879999999997,0.0,5522.3784,0.0,5382.887999999999,0.0,13708.043999999998,7701.6744,9849.588,23259.936,110210.72160000002,10622.757599999999,0.0,529.956
0.0,0.0,0.0,24536.0472,0.0,264107.172,126874.38960000002,0.0,0.0,1196.2776000000001,0.0,31463.107200000002,337246.79520000005,556304.784,12041.484,65291.671200000004,0.0,189119.5824,657227.7936,0.0,7830.396,64159.082400000014,271978.34160000004,0.0,0.0,0.0,39209.60399999999,188650.0896,0.0,0.0,0.0,2248.8984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6292.2048,0.0,0.0,0.0,0.0,71465.6544,0.0,0.0,0.0,0.0,0.0,10170.2496,0.0,23605.1256,0.0,0.0,0.0,0.0,0.0,293.8152,0.0,0.0,0.0,0.0,78982.26,0.0,0.0,0.0,0.0,6127.7496,0.0,13705.44,3981.7344000000003,0.0,0.0,0.0,1755.3311999999999,15323.296800000002,427.5936,0.0,5996.76,0.0,6718.874400000001,0.0,16612.125600000003,8341.8888,10755.578399999999,24574.334399999996,106155.3192,10698.340800000002,0.0,635.5776
0.0,0.0,0.0,17745.503999999997,0.0,273189.7728,128290.1256,0.0,0.0,796.4376000000001,0.0,26272.1928,335990.79360000003,553636.0704,10410.5568,61879.59120000001,0.0,202447.5432,681601.8552,0.0,6799.4304,67594.1952,300442.7328,0.0,0.0,0.0,43621.1496,176282.4,0.0,0.0,0.0,2311.7136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3662.0135999999998,0.0,0.0,0.0,0.0,74947.50480000001,0.0,0.0,0.0,0.0,0.0,10235.887200000001,0.0,24329.003999999997,0.0,0.0,0.0,0.0,0.0,346.76879999999994,0.0,0.0,0.0,0.0,76143.90000000001,0.0,0.0,0.0,0.0,5923.1928,0.0,13419.588,3978.2232,0.0,0.0,0.0,1833.5016,15181.740000000002,482.9832,0.0,6643.8792,0.0,6279.8568,0.0,18387.9696,7902.8712000000005,10782.744,23510.508,100847.1912,10908.4248,0.0,741.0480000000001
0.0,0.0,0.0,19502.6328,0.0,280054.1184,120144.94800000002,0.0,0.0,749.9184,0.0,23351.7984,320677.40880000003,540486.9624,13986.7056,57019.78800000001,0.0,186191.9472,659350.104,0.0,9873.7968,67321.5312,294239.4672,0.0,0.0,0.0,41289.78,185675.3304,0.0,0.0,0.0,2447.6088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2878.4111999999996,0.0,0.0,0.0,0.0,78478.94880000001,0.0,0.0,0.0,0.0,0.0,10288.9248,0.0,24602.3904,0.0,0.0,0.0,0.0,0.0,416.01840000000004,0.0,0.0,0.0,0.0,73194.5088,0.0,0.0,0.0,0.0,5805.6432,0.0,13737.276000000002,3976.4592,0.0,0.0,0.0,1885.4976000000001,11890.6032,352.8,0.0,7395.612000000001,0.0,6073.821600000001,0.0,19541.1048,7312.956000000001,10780.526399999999,21938.196,97324.66799999999,26206.303200000002,0.0,846.0144
0.0,0.0,0.0,25609.6512,0.0,276047.1168,130068.15359999998,0.0,0.0,1595.9664,0.0,31043.745600000006,338995.87679999997,505524.0792,14298.8328,70034.1264,0.0,243825.74159999998,671530.8264,0.0,10303.5744,69863.8752,314407.3127999999,0.0,0.0,0.0,47560.212,220490.37360000002,0.0,0.0,0.0,3509.8392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3842.8656,0.0,0.0,0.0,0.0,81974.6256,0.0,0.0,0.0,0.0,0.0,10298.8368,0.0,24602.3904,0.0,0.0,0.0,0.0,0.0,498.4896,0.0,0.0,0.0,0.0,70310.7888,0.0,0.0,0.0,0.0,6424.7064,0.0,15180.950399999998,3994.788,0.0,0.0,0.0,1940.5848,15312.595199999998,787.8191999999999,0.0,8538.4488,0.0,6268.6848,0.0,21320.157600000002,8476.944,11465.1768,26900.143199999995,128882.05680000003,19695.5304,0.0,950.2751999999999
