bus_10001,bus_10022,bus_10025,bus_10033,bus_10035,bus_10093,bus_10228,bus_10525,bus_10558,bus_10570,bus_10600,bus_10677,bus_10750,bus_11016,bus_13000,bus_13366,bus_13420,bus_13446,bus_13504,bus_20000,bus_20007,bus_20026,bus_20136,bus_21121,bus_21647,bus_23017,bus_23054,bus_23060,bus_23263,bus_23377,bus_25160,bus_25289,bus_25375,bus_25403,bus_25439,bus_25598,bus_25618,bus_25675,bus_25714,bus_25830,bus_26100,bus_26133,bus_28078,bus_28099,bus_28122,bus_28365,bus_28549,bus_28667,bus_30001,bus_30144,bus_30146,bus_30205,bus_30207,bus_30220,bus_30221,bus_30374,bus_40001,bus_40003,bus_40004,bus_40006,bus_40007,bus_40008,bus_40050,bus_40160,bus_40162,bus_40279,bus_40281,bus_40367,bus_40369,bus_40595,bus_40602,bus_40691,bus_40787,bus_40844,bus_40961,bus_40994,bus_50000,bus_50007,bus_50024,bus_50196,bus_50316,bus_53000,bus_53002,bus_53012,bus_60000,bus_60003,bus_60194,bus_60577,bus_70000,bus_70016,bus_70063,bus_70155,bus_74001,bus_74053,bus_74104,bus_74132,bus_74235,bus_77001,bus_77173,bus_80007
0.0,0.0,0.0,160.0061,0.0,2402.543,1157.4974999999997,0.0,0.0,7.18,0.0,184.608,3056.7426,7090.8854,83.9078,467.2615000000001,0.0,2243.679,6594.2632,0.0,61.4113,882.4202999999999,2920.2188,0.0,0.0,0.0,398.1272,1763.464,0.0,0.0,0.0,24.4383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.1979,0.0,0.0,0.0,0.0,1430.1069,0.0,0.0,0.0,0.0,0.0,105.07409999999999,0.0,196.3137,0.0,0.0,0.0,0.0,0.0,10.6643,0.0,0.0,0.0,0.0,1014.0484,0.0,0.0,0.0,0.0,43.9342,0.0,213.095,141.5155,0.0,0.0,0.0,27.2315,237.05009999999996,29.5478,0.0,133.017,0.0,138.9391,0.0,175.1003,94.4357,83.4635,193.9222,1648.9551000000001,243.6425,0.0,17.6049
0.0,0.0,0.0,160.6539,0.0,2457.9955,1173.5032999999999,0.0,0.0,8.628,0.0,191.5745,3072.0698,7183.747799999999,91.1097,465.50840000000005,0.0,2167.3014000000003,6533.326,0.0,69.7847,881.8362,3014.0914000000002,0.0,0.0,0.0,385.4619,1758.6669999999995,0.0,0.0,0.0,23.4841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.65440000000001,0.0,0.0,0.0,0.0,1433.3898,0.0,0.0,0.0,0.0,0.0,108.1857,0.0,206.7817,0.0,0.0,0.0,0.0,0.0,10.5669,0.0,0.0,0.0,0.0,1016.4945,0.0,0.0,0.0,0.0,41.9551,0.0,212.69959999999998,127.7217,0.0,0.0,0.0,27.2935,234.77870000000004,29.767999999999997,0.0,132.8087,0.0,138.5197,0.0,177.7523,94.4427,81.1665,186.8173,1653.3815,245.22009999999997,0.0,17.6657
0.0,0.0,0.0,160.6539,0.0,2474.9797000000003,1152.7353,0.0,0.0,7.3697,0.0,191.59590000000003,3106.7686000000003,7232.52,86.69669999999999,452.48710000000005,0.0,2168.5308,6614.9873,0.0,64.1926,877.7649000000001,3050.3752999999992,0.0,0.0,0.0,382.91550000000007,1750.0884999999998,0.0,0.0,0.0,23.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.23230000000001,0.0,0.0,0.0,0.0,1437.4933999999998,0.0,0.0,0.0,0.0,0.0,108.1856,0.0,211.2347,0.0,0.0,0.0,0.0,0.0,10.4857,0.0,0.0,0.0,0.0,1017.4860000000001,0.0,0.0,0.0,0.0,42.1436,0.0,211.9951,120.8282,0.0,0.0,0.0,27.353499999999997,234.91329999999996,30.047600000000003,0.0,132.4714,0.0,138.7148,0.0,179.7272,96.50980000000001,81.6012,190.44029999999998,1628.5632999999998,282.5725,0.0,17.8697
0.0,0.0,0.0,160.6539,0.0,2399.0190000000007,1128.4753,0.0,0.0,7.0236,0.0,176.4368,3041.5213000000003,7204.5931,73.8339,440.8601,0.0,2159.4051,6395.7854,0.0,57.136399999999995,876.0143,3060.144399999999,0.0,0.0,0.0,377.38339999999994,1744.0923,0.0,0.0,0.0,22.8663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0412,0.0,0.0,0.0,0.0,1442.4014000000002,0.0,0.0,0.0,0.0,0.0,108.1853,0.0,212.317,0.0,0.0,0.0,0.0,0.0,10.4275,0.0,0.0,0.0,0.0,1016.9463,0.0,0.0,0.0,0.0,42.223,0.0,211.09770000000003,117.3826,0.0,0.0,0.0,28.1642,234.9184,30.0689,0.0,132.1831,0.0,140.8767,0.0,180.97800000000004,91.9394,81.5228,185.358,1594.1565,263.4158,0.0,18.0851
0.0,0.0,0.0,160.6539,0.0,2437.0978,1152.4770000000003,0.0,0.0,7.9098,0.0,186.6887,2997.5952,7150.4544000000005,90.5609,450.56649999999996,0.0,2157.1360999999997,6357.7492999999995,0.0,68.9915,882.5748,3066.8122,0.0,0.0,0.0,388.73789999999997,1804.4898000000003,0.0,0.0,0.0,23.3682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.223,0.0,0.0,0.0,0.0,1448.0673,0.0,0.0,0.0,0.0,0.0,108.2125,0.0,213.1533,0.0,0.0,0.0,0.0,0.0,10.3984,0.0,0.0,0.0,0.0,1014.8918,0.0,0.0,0.0,0.0,43.7164,0.0,212.87619999999998,115.65820000000001,0.0,0.0,0.0,28.5676,234.03,30.0602,0.0,132.0665,0.0,139.6866,0.0,183.31,91.51270000000001,83.3467,186.25979999999998,1588.0876999999998,253.39929999999998,0.0,18.3086
0.0,0.0,0.0,160.6539,0.0,2388.1116,1115.4256000000003,0.0,0.0,7.6218,0.0,187.3811,3004.8319,7123.3153,89.70870000000001,478.1236,0.0,2220.8961,6389.1675000000005,0.0,64.0892,883.1225,3145.8898999999997,0.0,0.0,0.0,391.7564,1813.1127,0.0,0.0,0.0,24.7774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.9787,0.0,0.0,0.0,0.0,1454.4147,0.0,0.0,0.0,0.0,0.0,108.6634,0.0,213.7023,0.0,0.0,0.0,0.0,0.0,10.4032,0.0,0.0,0.0,0.0,1011.4309,0.0,0.0,0.0,0.0,44.5495,0.0,214.40119999999996,114.79249999999999,0.0,0.0,0.0,28.556700000000003,231.88980000000004,30.0005,0.0,132.11860000000001,0.0,139.2004,0.0,186.1125,91.7669,85.4333,184.7629,1577.8899000000001,248.45600000000002,0.0,18.537
0.0,0.0,0.0,160.6539,0.0,2306.4941,1099.7133,0.0,0.0,7.6957,0.0,176.40490000000003,2953.6618,7077.5389,79.664,492.14430000000004,0.0,2228.8638,6340.2955,0.0,56.4751,879.9725,3103.1497,0.0,0.0,0.0,384.1205,1798.1093000000005,0.0,0.0,0.0,24.3387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.8686,0.0,0.0,0.0,0.0,1461.3371,0.0,0.0,0.0,0.0,0.0,108.6703,0.0,213.6245,0.0,0.0,0.0,0.0,0.0,10.4453,0.0,0.0,0.0,0.0,1006.7586,0.0,0.0,0.0,0.0,45.4377,0.0,216.22810000000004,114.3544,0.0,0.0,0.0,27.596899999999998,229.46399999999997,29.902900000000002,0.0,132.2469,0.0,139.4239,0.0,188.3996,88.90799999999999,85.9123,183.594,1559.5418999999997,246.08280000000002,0.0,18.7679
0.0,0.0,0.0,160.6539,0.0,2274.3837000000003,1086.7828,0.0,0.0,7.9329,0.0,174.4469,2915.2478,7026.7008,84.74289999999999,469.9491999999999,0.0,2229.6719000000003,6242.3252,0.0,57.734300000000005,868.9073,3144.2644,0.0,0.0,0.0,374.5321,1774.6064000000003,0.0,0.0,0.0,24.0584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.09620000000001,0.0,0.0,0.0,0.0,1468.7009,0.0,0.0,0.0,0.0,0.0,108.6441,0.0,212.8239,0.0,0.0,0.0,0.0,0.0,10.5261,0.0,0.0,0.0,0.0,1001.1445,0.0,0.0,0.0,0.0,46.7147,0.0,218.4993,114.12910000000001,0.0,0.0,0.0,28.13,228.20940000000002,29.7933,0.0,132.4369,0.0,141.8453,0.0,191.32550000000003,87.2505,87.0665,182.85559999999998,1547.2165,245.03410000000002,0.0,18.9997
0.0,0.0,0.0,160.6539,0.0,2307.0053999999996,1061.7758000000001,0.0,0.0,8.4564,0.0,189.86780000000002,2898.6739,6996.916300000001,87.7225,521.2986000000001,0.0,2414.6821,6326.958900000001,0.0,63.691,821.2387,2902.0173000000004,0.0,0.0,0.0,418.3628,1785.7444,0.0,0.0,0.0,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.219,0.0,0.0,0.0,0.0,1476.3490000000002,0.0,0.0,0.0,0.0,0.0,108.599,0.0,212.1236,0.0,0.0,0.0,0.0,0.0,10.647,0.0,0.0,0.0,0.0,994.9177,0.0,0.0,0.0,0.0,49.8698,0.0,224.9914,114.00999999999999,0.0,0.0,0.0,28.4177,226.42759999999998,29.9778,0.0,133.2133,0.0,140.75759999999997,0.0,199.6021,89.0263,90.75070000000001,184.8938,1555.973,244.69270000000003,0.0,19.2312
0.0,0.0,0.0,157.8265,0.0,2284.4488000000006,1051.6758,0.0,0.0,8.538,0.0,190.53590000000003,2938.365,7003.1284000000005,69.8474,495.50350000000003,0.0,2534.3614,6643.3399,0.0,54.248599999999996,883.8356,3165.7826,0.0,0.0,0.0,391.4393,1859.6244000000002,0.0,0.0,0.0,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.7656,0.0,0.0,0.0,0.0,1484.106,0.0,0.0,0.0,0.0,0.0,108.5584,0.0,211.4758,0.0,0.0,0.0,0.0,0.0,10.8055,0.0,0.0,0.0,0.0,988.4472,0.0,0.0,0.0,0.0,51.4097,0.0,229.8212,113.946,0.0,0.0,0.0,28.475299999999997,225.53529999999998,29.9709,0.0,134.2083,0.0,140.66299999999998,0.0,204.54379999999998,91.0461,92.7956,189.1743,1564.4268000000002,244.75330000000002,0.0,19.4616
